project,network,url
sushiswap,ethereum,https://api.thegraph.com/subgraphs/name/messari/sushiswap-v3-ethereum
sushiswap,arbitrum,https://api.thegraph.com/subgraphs/name/messari/sushiswap-v3-arbitrum
sushiswap,avalanche,https://api.thegraph.com/subgraphs/name/messari/sushiswap-v3-avalanche
sushiswap,bsc,https://api.thegraph.com/subgraphs/name/messari/sushiswap-v3-bsc
sushiswap,fantom,https://api.thegraph.com/subgraphs/name/messari/sushiswap-v3-fantom
sushiswap,fuse,https://api.thegraph.com/subgraphs/name/messari/sushiswap-v3-fuse
sushiswap,gnosis,https://api.thegraph.com/subgraphs/name/messari/sushiswap-v3-gnosis
sushiswap,moonriver,https://api.thegraph.com/subgraphs/name/messari/sushiswap-v3-moonriver
sushiswap,optimism,https://api.thegraph.com/subgraphs/name/messari/sushiswap-v3-optimism
sushiswap,polygon,https://api.thegraph.com/subgraphs/name/messari/sushiswap-v3-polygon
sushiswap,arbitrum,https://api.thegraph.com/subgraphs/name/messari/sushiswap-arbitrum
sushiswap,avalanche,https://api.thegraph.com/subgraphs/name/messari/sushiswap-avalanche
sushiswap,bsc,https://api.thegraph.com/subgraphs/name/messari/sushiswap-bsc
sushiswap,celo,https://api.thegraph.com/subgraphs/name/messari/sushiswap-celo
sushiswap,fantom,https://api.thegraph.com/subgraphs/name/messari/sushiswap-fantom
sushiswap,fuse,https://api.thegraph.com/subgraphs/name/messari/sushiswap-fuse
sushiswap,ethereum,https://api.thegraph.com/subgraphs/name/messari/sushiswap-ethereum
sushiswap,harmony,https://api.thegraph.com/subgraphs/name/messari/sushiswap-harmony
sushiswap,polygon,https://api.thegraph.com/subgraphs/name/messari/sushiswap-polygon
sushiswap,moonbeam,https://api.thegraph.com/subgraphs/name/messari/sushiswap-moonbeam
sushiswap,moonriver,https://api.thegraph.com/subgraphs/name/messari/sushiswap-moonriver
sushiswap,gnosis,https://api.thegraph.com/subgraphs/name/messari/sushiswap-gnosis
sushiswap,arbitrum,https://api.thegraph.com/subgraphs/name/sushiswap/arbitrum-exchange
sushiswap,arbitrum,https://api.thegraph.com/subgraphs/name/sushiswap/arbitrum-minichef
sushiswap,avalanche,https://api.thegraph.com/subgraphs/name/sushiswap/avalanche-exchange
sushiswap,ethereum,https://api.thegraph.com/subgraphs/name/sushiswap/exchange
sushiswap,ethereum,https://api.thegraph.com/subgraphs/name/sushiswap/master-chefv2
sushiswap,polygon,https://api.thegraph.com/subgraphs/name/sushiswap/matic-exchange
sushiswap,polygon,https://api.thegraph.com/subgraphs/name/sushiswap/matic-minichef
synfutures-v2,polygon,https://api.thegraph.com/subgraphs/name/messari/synfutures-v2-polygon
synthetix,ethereum,https://api.thegraph.com/subgraphs/name/messari/synthetix-ethereum
synthetix,optimism,https://api.thegraph.com/subgraphs/name/messari/synthetix-optimism
tectonic,cronos,https://api.thegraph.com/subgraphs/name/messari/NA
tenderize,arbitrum,https://api.thegraph.com/subgraphs/name/tenderize/tenderize-arbitrum
tenderize,ethereum,https://api.thegraph.com/subgraphs/name/tenderize/tenderize-ethereum
the-graph,arbitrum,https://api.thegraph.com/subgraphs/name/messari/the-graph-arbitrum
the-graph,ethereum,https://api.thegraph.com/subgraphs/name/messari/the-graph-ethereum
thena,bsc,https://api.thegraph.com/subgraphs/name/messari/thena-fusion-bsc
thena,bsc,https://api.thegraph.com/subgraphs/name/messari/thena-v1-bsc
thena,bsc,https://api.thegraph.com/subgraphs/name/thenaursa/thena-v1
threshold,ethereum,https://api.thegraph.com/subgraphs/name/messari/threshold-governance
tokemak,ethereum,https://api.thegraph.com/subgraphs/name/messari/tokemak-ethereum
tornado-cash,ethereum,https://api.thegraph.com/subgraphs/name/messari/tornado-cash-classic-ethereum
tornado-cash,bsc,https://api.thegraph.com/subgraphs/name/messari/tornado-cash-classic-bsc
trader joe,avalanche,https://api.thegraph.com/subgraphs/name/traderjoe-xyz/exchange
trader-joe,avalanche,https://api.thegraph.com/subgraphs/name/messari/banker-joe-avalanche
trader-joe,avalanche,https://api.thegraph.com/subgraphs/name/messari/trader-joe-avalanche
trisolaris,aurora,https://api.thegraph.com/subgraphs/name/messari/trisolaris-aurora
truefi,ethereum,https://api.thegraph.com/subgraphs/name/messari/truefi-ethereum
truefi,ethereum,https://api.thegraph.com/subgraphs/name/messari/truefi-governance
ubeswap,celo,https://api.thegraph.com/subgraphs/name/messari/ubeswap-celo
umami,arbitrum,https://api.thegraph.com/subgraphs/name/umamidao/protocol-metrics
uniswap,arbitrum,https://api.thegraph.com/subgraphs/name/messari/uniswap-v3-arbitrum
uniswap,bsc,https://api.thegraph.com/subgraphs/name/messari/uniswap-v3-bsc
uniswap,celo,https://api.thegraph.com/subgraphs/name/messari/uniswap-v3-celo
uniswap,ethereum,https://api.thegraph.com/subgraphs/name/messari/uniswap-v3-ethereum
uniswap,optimism,https://api.thegraph.com/subgraphs/name/messari/uniswap-v3-optimism
uniswap,polygon,https://api.thegraph.com/subgraphs/name/messari/uniswap-v3-polygon
uniswap,ethereum,https://api.thegraph.com/subgraphs/name/messari/uniswap-v2-ethereum
uniswap,ethereum,https://api.thegraph.com/subgraphs/name/messari/uniswap-governance
uniswap,ethereum,https://api.thegraph.com/subgraphs/name/messari/uniswap-governance-v1
uniswap,ethereum,https://api.thegraph.com/subgraphs/name/messari/uniswap-governance-v2
uniswap,ethereum,https://api.thegraph.com/subgraphs/name/ianlapham/uniswapv2
uniswap,ethereum,https://api.thegraph.com/subgraphs/name/uniswap/uniswap-v3
uniswap,polygon,https://api.thegraph.com/subgraphs/name/ianlapham/uniswap-v3-polygon
uniswap,arbitrum,https://api.thegraph.com/subgraphs/name/ianlapham/arbitrum-dev
uniswap,optimism,https://api.thegraph.com/subgraphs/name/ianlapham/optimism-post-regenesis
unlock,ethereum,https://api.thegraph.com/subgraphs/name/messari/unlock-governance
unslashed,ethereum,https://api.thegraph.com/subgraphs/name/messari/unslashed-governance
uwu,ethereum,https://api.thegraph.com/subgraphs/name/messari/uwu-lend-ethereum
vela-exchange,arbitrum,https://api.thegraph.com/subgraphs/name/messari/vela-exchange-arbitrum
velodrome,optimism,https://api.thegraph.com/subgraphs/name/messari/velodrome-optimism
venus,bsc,https://api.thegraph.com/subgraphs/name/messari/venus-protocol-bsc
verse,ethereum,https://api.thegraph.com/subgraphs/name/arnkthr/ethv1
vesper,ethereum,https://api.thegraph.com/subgraphs/name/messari/vesper-ethereum
vesta,arbitrum,https://api.thegraph.com/subgraphs/name/messari/vesta-finance-arbitrum
vvs,cronos,https://api.thegraph.com/subgraphs/name/messari/NA
whaleswap,bsc,https://api.thegraph.com/subgraphs/name/whale-swap/exchange
x2y2,ethereum,https://api.thegraph.com/subgraphs/name/messari/x2y2-ethereum
yearn,arbitrum,https://api.thegraph.com/subgraphs/name/messari/yearn-v2-arbitrum
yearn,ethereum,https://api.thegraph.com/subgraphs/name/messari/yearn-v2-ethereum
yearn,fantom,https://api.thegraph.com/subgraphs/name/messari/yearn-v2-fantom
yield protocol,arbitrum,https://api.thegraph.com/subgraphs/name/yieldprotocol/v2-arbitrum
yield protocol,ethereum,https://api.thegraph.com/subgraphs/name/yieldprotocol/v2-mainnet
yield-yak,avalanche,https://api.thegraph.com/subgraphs/name/messari/yield-yak-avalanche
zipswap,optimism,https://api.thegraph.com/subgraphs/name/nonamefits/zipswap
zyberswap,arbitrum,https://api.thegraph.com/subgraphs/name/zyberswap-arbitrum/zyber-amm
